RA,Latitude,Longitude,Platform,Operational,RA_Funded,Water_temp,Salinity,Wtr_press,Dew_pt,Rel_hum,Air_temp,Winds,Air_press,Precip,Solar_radn,Visibility,Water_level,Waves,Currents,Turbidity,DO,pCO2_water,pCO2_air,TCO2,pH,OmgArag_st,Chl,Nitrate,CDOM,Alkalinity,Acoustics,Raw_Vars,geometry
CeNCOOS,40.7915,-124.1943,fixed,O,yp,X,,,,,,,,,,,,,,,,X,,,,X,,,,X,,"sea_water_temperature(sfc), sea_water_practical_salinity(sfc), mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water(sfc), partial_pressure_of_carbon_dioxide_in_sea_water(sfc), sea_water_ph_reported_on_total_scale(sfc), sea_water_alkalinity_express_as_mole_equivalent(sfc), surface_partical_pressure_of_carbon_dioxide_in_air(sfc)",POINT (-124.1943 40.7915)
CeNCOOS,36.618,-121.9015,fixed ,y,n,X,,,,,,,,,,,,,,,X,,,,,,,,,,," sea_water_temperature(16.8m), sea_water_practical_salinity(16.8m), sea_water_ph_measured_on_total_scale(16.8m), fractional_saturation_of_oxygen_in_sea_water(16.8m)",POINT (-121.9015 36.618)
CeNCOOS,36.758,-122.029,moored_buoy,y,n,X,,,,X,X,X,X,,,,,X,,,X,X,,,,,X,,,,,"sea_water_temperature(1m,10m,20m,40m,60m,80m,100m,150m,200m,250m,,300m), sea_water_practical_salinity(1m,10m,20m,40m,60m,80m,100m,150m,200m,250m,300m),sea_water_ph_measured_on_total_scale(1m), mass_concentration_of_chlorophyll_in_sea_water(1m), partial_pressure_of_carbon_dioxide_in_sea_water(1m), mass_concentration_of_oxygen_in_sea_water(1m,50m,225m), wind_speed(-2m), wind_from_direction(-2m), air_temperature(-2m), air_pressure(-2m), relative_humidity(-2m), diffuse_downwelling_shorewave_flux_in_air(-2m), downwelling_longwave_flux_in_air(-2m)",POINT (-122.029 36.758)
CeNCOOS,36.9725,-122.1569,moored buoy,y,n,X,,,,X,X,X,X,,,,,,,,X,,,X,,,,,,,,"wind_speed(-1m),wind_from_direction(-1m),air_temperature(-1m),relative_humidity(-1m),air_pressure(-1m),sea_water_temperature(sfc),sea_water_practical_salinity(sfc),mass_concentration_of_oxygen_in_sea_water(sfc),sea_water_ph_measured_on_total_scale(sfc),dissolved_carbon_dioxide(sfc).",POINT (-122.1569 36.9725)
CeNCOOS,37.109,-122.346,moored buoy,y,n,X,,,,X,X,X,X,,,,,,,,X,,,X,,,,,,,,"wind_speed(-1m),wind_from_direction(-1m),air_temperature(-1m),relative_humidity(-1m),air_pressure(-1m),sea_water_temperature(sfc),sea_water_practical_salinity(sfc),mass_concentration_of_oxygen_in_sea_water(sfc),sea_water_ph_measured_on_total_scale(sfc),dissolved_carbon_dioxide(sfc).",POINT (-122.346 37.109)
CeNCOOS,36.81,-121.77,moored buoy,?,n,X,,,,,,,,,X,,,,X,,X,,,,,,,,,,,"sea_water_temperature(sfc), sea_water_practical_salinity(sfc), mass_concentration_of_oxygen_in_sea_water(sfc), eastward_sea_water_velocity(sfc), northward_sea_water_velocity(sfc), solar_radiation(1m)",POINT (-121.77 36.81)
CeNCOOS,38.07,-122.23,fixed,y,Yp,X,,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(2.7m), sea_water_practical_salinity(2.7m), mass_concentration_of_oxygen_in_sea_water(2.7m), sea_water_ph_measured_on_total_scale(2.7m), mass_concentration_of_chlorophyll_in_sea_water(2.7m), sea_water_turbidity(2.7m), sea_water_pressure(2.7m)",POINT (-122.23 38.07)
CeNCOOS,37.89,-122.45,fixed ,y,yp,X,,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(1.9m), sea_water_practical_salinity(1.9m), mass_concentration_of_oxygen_in_sea_water(1.9m), sea_water_ph_measured_on_total_scale(1.9m), mass_concentration_of_chlorophyll_in_sea_water(1.9m), sea_water_turbidity(1.9m), sea_water_pressure(1.9m)",POINT (-122.45 37.89)
CeNCOOS,36.8686,-122.378,moored buoy,y,yp,X,,,,,,,,,,,,,,,X,,,X,,,,,,,,"sea_water_temperature(sfc,17.5m), sea_water_practical_salinity(sfc,17.5m), sea_water_ph_measured_on_total_scale(sfc,17.5m), dissolved_carbon_dioxide(sfc), mass_concentration_of_oxygen_in_sea_water(17.5m)",POINT (-122.378 36.8686)
CeNCOOS,36.61,-121.89,fixed ,y,yp,X,,X,,,,,,,,,,,,X,X,,,,,,X,,,,," sea_water_temperature(2m), sea_water_practical_salinity, sea_water_pressure(2m),  sea_water_ph_measured_on_total_scale(2m), mass_concentration_of_chlorophyll_in_sea_water(2m),  mass_concentration_of_oxygen_in_sea_water(2m), sea_water_turbidity(2m)",POINT (-121.89 36.61)
CeNCOOS,36.8,-121.79,fixed ,y,yp,X,,,,,,,,,,,,,,,X,,,,,,X,X,,,,"sea_water_temperature(17m), sea_water_practical_salinity(17m), sea_water_ph_measured_on_total_scale(17m), mass_concentration_of_oxygen_in_sea_water(17m), mass_concentration_of_chlorophyll_in_sea_water(17m), mole_concentration_of_nitrate_in_sea_water(17m)",POINT (-121.79 36.8)
CeNCOOS,38.16,-122.89,fixed,y,Yp,X,,,,,,,,,,,,,,,,X,X,,,X,,,,X,,"sea_water_temperature(2.9m), sea_water_practical_salinity(2.9m),partial_pressure_of_carbon_dioxide_in_sea_water(2.9m), surface_partial_pressure_of_carbon_dioxide_in_air(2.9m), sea_water_ph_on_total_scale(2.9m), sea_water_alkalinity_expressed_as_mole_equivalent(2.9m), mole_concentration_of_aragonite_expressed_as_carbon_in_sea_water(2.9m)",POINT (-122.89 38.16)
CeNCOOS,38.32,-123.07,fixed,Y,yp,X,,X,,,,,,,,,,,,,,,,,,,X,,,,,"sea_water_temperature(2.9m), sea_water_practical_salinity(2.9m), mass_concentration_of chlorophyll_in_sea_water(2.9m), sea_water_pressure(2.9m)",POINT (-123.07 38.32)
CeNCOOS,37.81,-122.47,fixed ,y,yp,X,,X,,,,,,,,,,,,,,,,,,,X,,,,," sea_water_temperature(3.5m), sea_water_practical_salinity(3.5m), mass_concentration_of chlorophyll_in_sea_water(3.5m), sea_water_pressure(3.5m)",POINT (-122.47 37.81)
CeNCOOS,38.19,-122.93,moored_buoy,y?,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-122.93 38.19)
CeNCOOS,36.96,-122.02,fixed ,O,yp,X,,X,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature(1m), sea_water_practical_salinity(1m), mass_concentration_of_oxygen_in_sea_water(1m), sea_water_ph_measured_on_total_scale(1m), mass_concentration_of_chlorophyll_in_sea_water(1m), sea_water_turbidity(1m), sea_water_pressure(1m)",POINT (-122.02 36.96)
SECOORA,30.058,-84.29,fixed,Y,Yf,X,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, sea_water_temperature, water_surface_height_above_reference_datum",POINT (-84.29000000000001 30.058)
SECOORA,28.153,-82.801,fixed,Y,Yf,,,X,,X,X,X,X,X,,,,,,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, sea_water_pressure_due_to_sea_water",POINT (-82.801 28.153)
SECOORA,28.433,-82.667,fixed,Y,Yf,X,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, sea_water_temperature, water_surface_height_above_reference_datum",POINT (-82.667 28.433)
SECOORA,26.404,-81.881,fixed,Y,Yf,X,X,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, sea_water_salinity, sea_water_temperature, water_surface_height_above_reference_datum",POINT (-81.881 26.404)
SECOORA,27.736,-82.686,fixed,Y,Yp,X,,,,X,X,X,X,X,,,X,,,X,X,,,,,,X,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, lwe_thickness_of_precipitation_amount, sea_water_temperature, sea_water_electrical_conductivity, sea_water_practical_salinity, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, turbidity, water_surface_height_above_reference_datum",POINT (-82.68600000000001 27.736)
SECOORA,27.505,-83.741,moored_buoy,Y,Yf,X,,,,X,X,X,X,,X,,,X,X,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m, 20 m, 30 m), sea_water_temperature (1 m, 20 m, 30 m), downwelling_shortwave_flux_in_air, downwelling_longwave_flux_in_air, sea_water_speed (mult), sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult)",POINT (-83.741 27.505)
SECOORA,26.01,-83.086,moored_buoy,Y,Yf,X,,,,X,X,X,X,,X,,,X,X,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m, 20 m, 30 m), sea_water_temperature (1 m, 20 m, 30 m), downwelling_shortwave_flux_in_air, downwelling_longwave_flux_in_air, sea_water_speed (mult), sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult)",POINT (-83.086 26.01)
SECOORA,27.173,-82.924,moored_buoy,Y,Yf,X,,,,X,X,X,X,,X,,,X,X,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m, 10 m, 19 m), sea_water_temperature (1 m, 10 m, 19 m), downwelling_shortwave_flux_in_air, downwelling_longwave_flux_in_air, sea_water_speed (mult), sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult)",POINT (-82.92400000000001 27.173)
SECOORA,27.676,-82.767,fixed,Y,N,X,,X,,X,X,X,X,,,,,X,X,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m),  sea_water_speed (mult), sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult), significant_wave_height, max_wave_height, mean_wave_period, peak_wave_period, sea_water_depth, main_wave_direction",POINT (-82.767 27.676)
SECOORA,25.171,-83.475,moored_buoy,Y,N,X,,,,X,X,X,X,,,,,,X,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m, 10 m, 65 m), sea_water_temperature (1 m, 10 m, 65 m), sea_water_speed (mult), sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult)",POINT (-83.47499999999999 25.171)
SECOORA,27.21,-82.82,bottom_mount,Y,Yf,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_practical_salinity (bottom 20 m), sea_water_temperature (bottom, 20 m), sea_water_speed (mult), sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult)",POINT (-82.81999999999999 27.21)
SECOORA,27.29,-82.63,bottom_mount,Y,Yf,X,,,,,,,,,,,,,X,,,,,,,,,,,,,"sea_water_practical_salinity (bottom 20 m), sea_water_temperature (bottom, 20 m), sea_water_speed (mult), sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult)",POINT (-82.63 27.29)
SECOORA,31.4,-80.8681,moored_buoy,Y,Yp,X,X,,,,X,,,,,,,,,X,X,X,X,,X,,,,,,,"partial_pressure_of_carbon_dioxide_in_sea_water, partial_pressure_of_carbon_dioxide_in_atmosphere, atmospheric_temperature, sea_water_pH_reported_in_total_scale (1 m), sea_water_salinity (1 m), sea_water_dissolved_oxygen (1 m), sea_water_temperature (1 m), sea_water_conductance (1 m), sea_water_turbidity (1 m), mass_concentration_of_cholorphyll_in_sea_water (1 m)",POINT (-80.8681 31.4)
SECOORA,32.274,-80.416,moored_buoy,Y,Yf,X,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",POINT (-80.416 32.274)
SECOORA,33.9877,-77.3617,moored_buoy,Y,Yf,X,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,"air_pressure, air_temperature, relative_humidity, wind_speed, wind_gust, wind_from_direction, sea_water_practical_salinity (1 m), sea_water_temperature (1 m)",POINT (-77.3617 33.9877)
SECOORA,33.8395,-78.4842,wave_buoy,Y,Yf,,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_height_maximum, sea_surface_wave_height_maximum Htenth, sea_surface_wave_from_direction, sea_surface_wave_period",POINT (-78.4842 33.8395)
SECOORA,33.9941,-77.3524,fixed,Y,Yf,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,"sea_water_to_direction (mult), eastward_sea_water_velocity (mult), northward_sea_water_velocity (mult), sea_surface_wave_significant_height, sea_surface_wave_from_direction, sea_surface_wave_significant_period, sea_water_temperature (10  m), sea_water_practical_salinity (29 m), sea_water_temperature (29 m)",POINT (-77.3524 33.9941)
SECOORA,35.75,-75.33,wave_buoy,Y,N,,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum,  sea_surface_wave_mean_period_from_variance_spectral_density_first_frequency_moment,  sea_surface_wave_from_direction, sea_surface_wave_zero_upcrossing_period, sea_surface_wave_variance_spectral_density, sea_surface_temperature",POINT (-75.33 35.75)
SECOORA,36.0013,-75.421,wave_buoy,Y,N,,,,,,,,,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wave_period_at_variance_spectral_density_maximum,  sea_surface_wave_mean_period_from_variance_spectral_density_first_frequency_moment,  sea_surface_wave_from_direction, sea_surface_wave_zero_upcrossing_period, sea_surface_wave_variance_spectral_density, sea_surface_temperature",POINT (-75.42100000000001 36.0013)
SECOORA,29.6154,-81.2049,fixed,Y,N,X,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,"air_temperature, sea_water_temperature, wind_from_direction, wind_speed, air_pressure, relative_humidity, lwe_thickness_of_precipitation_amount, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_surface_height_above_sea_level",POINT (-81.20489999999999 29.6154)
SECOORA,27.4675,-80.3008,fixed,Y,N,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature, sea_surface_height_above_sea_level",POINT (-80.3008 27.4675)
SECOORA,29.6743,-85.0581,fixed,U,N,X,,,,X,X,X,X,X,,,X,,,X,X,,,,,,,,,,,"air_temperature, sea_water_temperature, wind_from_direction, wind_speed, air_pressure, relative_humidity, lwe_thickness_of_precipitation_amount, sea_water_electrical_conductivity, fractional_saturation_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, turbidity, sea_surface_height_above_sea_level",POINT (-85.0581 29.6743)
SECOORA,29.7857,-84.8753,fixed,U,N,,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,"air_temperature, wind_from_direction, wind_speed, air_pressure, relative_humidity, lwe_thickness_of_precipitation_amount, sea_surface_height_above_sea_level",POINT (-84.8753 29.7857)
SECOORA,29.7557,-85.0035,fixed,Y,N,X,,,,X,X,X,X,X,,,X,,,X,X,,,,,,,,,,,"air_temperature, sea_water_temperature, wind_from_direction, wind_speed, air_pressure, relative_humidity, lwe_thickness_of_precipitation_amount, sea_water_electrical_conductivity, fractional_saturation_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, turbidity, sea_surface_height_above_sea_level",POINT (-85.0035 29.7557)
SECOORA,28.0837,-80.592,fixed,Y,N,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_surface_height_above_sea_level",POINT (-80.592 28.0837)
SECOORA,29.6014,-85.0277,fixed,Y,N,X,,,,X,X,X,X,X,,,X,,,X,X,,,,,,,,,,,"air_temperature, sea_water_temperature, wind_from_direction, wind_speed, air_pressure, relative_humidity, lwe_thickness_of_precipitation_amount, sea_water_electrical_conductivity, fractional_saturation_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, turbidity, sea_surface_height_above_sea_level",POINT (-85.0277 29.6014)
SECOORA,29.0635,-80.9161,fixed,Y,N,X,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,"air_temperature, sea_water_temperature, wind_from_direction, wind_speed, air_pressure, relative_humidity, lwe_thickness_of_precipitation_amount, sea_surface_height_above_sea_level",POINT (-80.9161 29.0635)
SECOORA,27.1653,-80.1628,fixed,Y,N,X,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,"air_temperature, sea_water_temperature, wind_from_direction, wind_speed, air_pressure, relative_humidity, lwe_thickness_of_precipitation_amount, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_surface_height_above_sea_level",POINT (-80.1628 27.1653)
SECOORA,29.9947,-81.3296,fixed,Y,N,X,,,,X,X,X,X,X,,,X,,,,,,,,,,,,,,,"air_temperature, sea_water_temperature, wind_from_direction, wind_speed, air_pressure, relative_humidity, lwe_thickness_of_precipitation_amount, sea_water_electrical_conductivity, sea_water_practical_salinity, sea_surface_height_above_sea_level",POINT (-81.3296 29.9947)
SECOORA,27.2244,-80.2023,moored_buoy,Y,N,X,,X,,X,X,X,X,X,X,,,,X,X,X,,,,,,X,X,,,,"sea_water_temperature, air_temperatue, relative_humidity, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, precipitation_increment, mass_concentration_of_chlorophyll_in_sea_water, sea_water_electrical_conductivity, direction_of_sea_water_velocity, sea_water_speed, depth, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, mole_concentration_of_nitrate_in_sea_water, phosphate, surface_downwelling_photosynthetic_photon_flux_in_air, turbidity, sea_water_practical_salinity, sea_water_pressure",POINT (-80.20229999999999 27.2244)
SECOORA,27.8391,-80.4708,moored_buoy,Y,N,X,,X,,,,,,,,,,,X,X,X,,,,,,X,X,,,,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water, sea_water_electrical_conductivity, sea_water_practical_salinity, direction_of_sea_water_velocity, sea_water_speed, depth, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, mole_concentration_of_nitrate_in_sea_water, phosphate, turbidity, sea_water_pressure",POINT (-80.4708 27.8391)
SECOORA,27.5901,-80.3553,moored_buoy,Y,N,X,,X,,,,,,,,,,,X,X,X,,,,,,X,X,,,,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water, sea_water_electrical_conductivity, sea_water_practical_salinity, direction_of_sea_water_velocity, sea_water_speed, depth, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, mole_concentration_of_nitrate_in_sea_water, phosphate, turbidity, sea_water_pressure",POINT (-80.3553 27.5901)
SECOORA,27.5348,-80.3431,moored_buoy,Y,N,X,,X,,X,X,X,X,X,X,,,,X,X,X,,,,,,X,X,,,,"sea_water_temperature, air_temperatue, relative_humidity, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, precipitation_increment, mass_concentration_of_chlorophyll_in_sea_water, sea_water_electrical_conductivity, direction_of_sea_water_velocity, sea_water_speed, depth, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, mole_concentration_of_nitrate_in_sea_water, phosphate, surface_downwelling_photosynthetic_photon_flux_in_air, turbidity, sea_water_practical_salinity, sea_water_pressure",POINT (-80.34310000000001 27.5348)
SECOORA,27.4756,-80.3266,moored_buoy,Y,N,X,,X,,,,,,,,,,,X,X,X,,,,,,X,X,,,,"sea_water_temperature, mass_concentration_of_chlorophyll_in_sea_water, sea_water_electrical_conductivity, sea_water_practical_salinity, direction_of_sea_water_velocity, sea_water_speed, depth, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, mole_concentration_of_nitrate_in_sea_water, phosphate, turbidity, sea_water_pressure",POINT (-80.3266 27.4756)
SECOORA,27.21,-80.2692,moored_buoy,Y,N,X,,X,,X,X,X,X,X,X,,,,X,X,X,,,,,,X,X,,,,"sea_water_temperature, air_temperatue, relative_humidity, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, precipitation_increment, mass_concentration_of_chlorophyll_in_sea_water, sea_water_electrical_conductivity, direction_of_sea_water_velocity, sea_water_speed, depth, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, mole_concentration_of_nitrate_in_sea_water, phosphate, surface_downwelling_photosynthetic_photon_flux_in_air, turbidity, sea_water_practical_salinity, sea_water_pressure",POINT (-80.2692 27.21)
SECOORA,27.1878,-80.2642,moored_buoy,Y,N,X,,X,,X,X,X,X,X,X,,,,X,X,X,,,,,,X,X,,,,"sea_water_temperature, air_temperatue, relative_humidity, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, precipitation_increment, mass_concentration_of_chlorophyll_in_sea_water, sea_water_electrical_conductivity, direction_of_sea_water_velocity, sea_water_speed, depth, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, mole_concentration_of_nitrate_in_sea_water, phosphate, surface_downwelling_photosynthetic_photon_flux_in_air, turbidity, sea_water_practical_salinity, sea_water_pressure",POINT (-80.2642 27.1878)
SECOORA,27.2089,-80.248,moored_buoy,Y,N,X,,X,,X,X,X,X,X,X,,,,X,X,X,,,,,,X,X,,,,"sea_water_temperature, air_temperatue, relative_humidity, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, precipitation_increment, mass_concentration_of_chlorophyll_in_sea_water, sea_water_electrical_conductivity, direction_of_sea_water_velocity, sea_water_speed, depth, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, mole_concentration_of_nitrate_in_sea_water, phosphate, surface_downwelling_photosynthetic_photon_flux_in_air, turbidity, sea_water_practical_salinity, sea_water_pressure",POINT (-80.248 27.2089)
SECOORA,27.1649,-80.1718,moored_buoy,Y,N,X,,X,,X,X,X,X,X,X,,,,X,X,X,,,,,,X,X,,,,"sea_water_temperature, air_temperatue, relative_humidity, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, precipitation_increment, mass_concentration_of_chlorophyll_in_sea_water, sea_water_electrical_conductivity, direction_of_sea_water_velocity, sea_water_speed, depth, fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, mole_concentration_of_nitrate_in_sea_water, phosphate, surface_downwelling_photosynthetic_photon_flux_in_air, turbidity, sea_water_practical_salinity, sea_water_pressure",POINT (-80.1718 27.1649)
MARACOOS,38.796,-76.7208,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.7208 38.796)
MARACOOS,38.7813,-76.7137,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.7137 38.7813)
MARACOOS,38.7433,-76.7074,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.70740000000001 38.7433)
MARACOOS,39.2854,-76.6088,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.6088 39.2854)
MARACOOS,39.2855,-76.608,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.608 39.2855)
MARACOOS,39.2282,-76.4006,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.4006 39.2282)
MARACOOS,39.0075,-76.4003,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.4003 39.0075)
MARACOOS,38.7037,-76.3453,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.34529999999999 38.7037)
MARACOOS,38.4418,-76.3029,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.30289999999999 38.4418)
MARACOOS,39.4508,-76.2746,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.27460000000001 39.4508)
MARACOOS,39.2135,-76.2462,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.2462 39.2135)
MARACOOS,39.3539,-76.1296,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-76.1296 39.3539)
MARACOOS,39.3723,-75.8399,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-75.8399 39.3723)
MARACOOS,38.2086,-75.8046,fixed,Y,N,X,,,,,,,,,,,,,,X,X,,,,,,,,,,,"Fractional_saturation_of_oxygen_in_sea_water, mass_concentration_of_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, sea_water_practical_salinity, sea_water_temperature, sea_water_turbidity",POINT (-75.80459999999999 38.2086)
