RA,Latitude,Longitude,Platform,Operational,RA_Funded,Water_temp,Salinity,Wtr_press,Dew_pt,Rel_hum,Air_temp,Winds,Air_press,Precip,Solar_radn,Visibility,Water_level,Waves,Currents,Turbidity,DO,pCO2_water,pCO2_air,TCO2,pH,OmgArag_st,Chl,Nitrate,CDOM,Alkalinity,Acoustics,Raw_Vars,geometry
NANOOS,48.175,-122.42,moored_buoy,Y,N,X,X,,,,,,,,,,,,,X,X,,,,,,X,,,,,"sea_water_temperature (-1.2m), sea_water_salinity (-1.2m), mass_concentration_of_chlorophyll_in_sea_water (-1.2m), sea_water_turbidity (-1.2m), mass_concentration_of_oxygen_in_sea_water (-1.2m), fractional_saturation_of_oxygen_in_sea_water (-1.2m), sea_water_ph_reported_on_total_scale (-1.2m), redox_potential (-1.2m)",POINT (-122.42 48.175)
NANOOS,47.8199,-122.8215,fixed,Y,Yp,X,X,,,,,,,,,,,,,,X,X,,,,X,,,,X,,"sea_water_temperature (-4.5m), sea_water_salinity (-4.5m), fractional_saturation_of_oxygen_in_sea_water (-4.5m), sea_water_ph_reported_on_total_scale (-4.5m), dissolved_inorganic_carbon (-4.5m), Omega_aragonite (-4.5m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-4.5m), total_alkalinity (-4.5m)",POINT (-122.8215 47.8199)
NANOOS,47.3836,-122.6374,mooring,Y,N,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m), sea_water_salinity (-1m), sea_water_electrical_conductivity (-1m)",POINT (-122.6374 47.3836)
NANOOS,47.3612,-122.6966,fixed,O,N,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m), sea_water_salinity (-1m), sea_water_electrical_conductivity (-1m)",POINT (-122.6966 47.3612)
NANOOS,47.849,-122.6837,fixed,Y,N,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m), sea_water_salinity (-1m), sea_water_electrical_conductivity (-1m)",POINT (-122.6837 47.849)
NANOOS,47.4206,-123.1302,fixed,O,N,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m), sea_water_salinity (-1m), sea_water_electrical_conductivity (-1m)",POINT (-123.1302 47.4206)
NANOOS,48.0764,-122.7138,mooring,Y,N,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m), sea_water_salinity (-1m), sea_water_electrical_conductivity (-1m)",POINT (-122.7138 48.0764)
NANOOS,47.2301,-123.0498,mooring,Y,N,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m), sea_water_salinity (-1m), sea_water_electrical_conductivity (-1m)",POINT (-123.0498 47.2301)
NANOOS,47.2006,-122.9036,mooring,O,N,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m), sea_water_salinity (-1m), sea_water_electrical_conductivity (-1m)",POINT (-122.9036 47.2006)
NANOOS,47.2558,-122.9281,fixed,Y,N,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m), sea_water_salinity (-1m), sea_water_electrical_conductivity (-1m)",POINT (-122.9281 47.2558)
NANOOS,48.5965,-122.4864,fixed,O,N,X,,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m)",POINT (-122.4864 48.5965)
NANOOS,47.1548,-123.0204,mooring,O,N,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m), sea_water_salinity (-1m), sea_water_electrical_conductivity (-1m)",POINT (-123.0204 47.1548)
NANOOS,47.1476,-122.9752,fixed,O,N,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m), sea_water_salinity (-1m), sea_water_electrical_conductivity (-1m)",POINT (-122.9752 47.1476)
NANOOS,47.1282,-123.0186,mooring,O,N,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,"air_temperature (2m), sea_water_temperature (-1m), sea_water_salinity (-1m), sea_water_electrical_conductivity (-1m)",POINT (-123.0186 47.1282)
NANOOS,45.4214,-123.9362,fixed,Y,Yp,X,X,,,,,,,,,,,,,,,X,,,,X,,,,X,,"sea_water_temperature (-4m), sea_water_salinity (-4m), sea_water_ph_reported_on_total_scale (-4m), dissolved_inorganic_carbon (-4m), Omega_aragonite (-4m), surface_partial_pressure_of_carbon_dioxide_in_sea_water (-4m), total_alkalinity (-4m)",POINT (-123.9362 45.4214)
NERACOOS,40.88,-73.73,moored_buoy,Y,Yp,X,X,X,,X,X,X,X,,,,,,X,X,X,,,,,,,X,,,,"wind_speed, wind_to_direction, barometric_altitude, air_temperature, relative_humidity, sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_speed, seawater_turbidity, photosynthetically_available_radiation, water_pressure, nitrate",POINT (-73.73 40.88)
NERACOOS,40.95,-73.58,moored_buoy,Y,Yp,X,X,X,,X,X,X,X,,X,,,X,X,X,X,X,,,,,,X,,,,"wind_speed, wind_to_direction, barometric_altitude, air_temperature, relative_humidity, sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_speed, downwelling_photosynthetic_radiance_in_sea_water, sea_surface_wave_significant_height, sea_surface_swell_wave_mean_period,seawater_turbidity, photosynthetically_available_radiation, water_pressure, nitrate, pCO2, phosphate",POINT (-73.58 40.95)
NERACOOS,41.13,-72.65,moored_buoy,Y,Yp,X,X,X,,X,X,X,X,,X,,,X,X,X,X,X,,,,,,X,,,,"wind_speed, wind_to_direction, barometric_altitude, air_temperature, relative_humidity, sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_speed, downwelling_photosynthetic_radiance_in_sea_water,  sea_surface_wave_significant_height, sea_surface_swell_wave_mean_period, sea_water_to_direction,seawater_turbidity, photosynthetically_available_radiation, water_pressure, nitrate, pCO2",POINT (-72.65000000000001 41.13)
NERACOOS,41.492,-71.419,fixed,Y,Yp,X,X,,,,,,,,,,,,,,X,,,,,,X,X,,,,"sea_water_temperature, sea_water_salinity,  mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, mole_concentration_of_nitrate_in_sea_water",POINT (-71.419 41.492)
NERACOOS,43.07,-70.86,moored_buoy,Y,Yf,X,X,,,,X,X,X,,X,,,,,X,X,X,,,,,X,X,X,,,"sea_water_temperature, sea_water_salinity,  mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, sea_water_ph_reported_on_total_scale, mass_concentration_of_chlorophyll_in_sea_water, mole_concentration_of_nitrate_in_sea_water,fractional_saturation_of_oxygen_in_sea_water,mole_concentration_of_phosphate_in_sea_water,   wind_speed, wind_to_direction, wind_speed_of_gust, air_temperature,  air_pressure, solar_irradiance, sea_water_turbidity, concentration_of_colored_dissolved_organic_matter_in_sea_water_expressed_as_equivalent_mass_fraction_of_quinine_sulfate_dihydrate, mole_concentration_of_ammonium_in_sea_water, partial_pressure_of_carbon_dioxide_in_sea_water",POINT (-70.86 43.07)
NERACOOS,43.07,-70.7,fixed,Y,Yp,X,X,,,,X,X,X,,X,,,,,,X,,,,,,X,,,,,"sea_water_temperature, sea_water_salinity, mole_concentration_of_dissolved_molecular_oxygen_in_sea_water, mass_concentration_of_chlorophyll_a_in_sea_water, downwelling_photosynthetic_radiance_in_sea_water, wind_speed, wind_to_direction, wind_speed_of_gust, air_temperature, air_pressure",POINT (-70.7 43.07)
NERACOOS,42.52,-70.56,moored_buoy,Y,Yp,X,X,,,,X,X,X,,,X,,X,X,X,X,,,,,,X,,,,,"air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m), sea_water_to_direction (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m), sea_water_speed (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m), sea_water_salinity (1 m, 20 m, 50 m),  sea_water_density (1 m, 20 m, 50 m), sea_water_turbidity (3 m), mass_concentration_of_chlorophyll_in_sea_water (3 m), mole_concentration_of_dissolved_molecular_oxygen_in_sea_water (51 m), mole_concentration_of_dissolved_molecular_oxygen_in_sea_water_at_saturation (51 m)",POINT (-70.56 42.52)
NERACOOS,43.02,-70.54,moored_buoy,Y,Yp,X,X,,,,X,X,X,,,,,,,X,X,X,X,,,,X,,,,,"wind_speed, wind_to_direction, wind_speed_of_gust, air_temperature, air_pressure, sea_water_temperature, sea_water_salinity, dissolved oxygen, sea_water_turbidity, mass_concentration_of_chlorophyll_in_sea_water, surface_partial_pressure_of_carbon_dioxide_in_air, partial_pressure_of_carbon_dioxide_in_sea_water",POINT (-70.54000000000001 43.02)
NERACOOS,43.18,-70.42,moored_buoy,Y,Yf,X,X,,,,X,X,X,,,X,,X,X,,,,,,,,,,,,,"air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m), sea_water_to_direction (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m), sea_water_speed (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m), sea_water_salinity (1 m, 20 m, 50 m),  sea_water_density (1 m, 20 m, 50 m)",POINT (-70.42 43.18)
NERACOOS,41.84,-70.329,wave_buoy,Y,Yp,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,"sea_water_temperature, sea_surface_wave_significant_height, sea_surface_swell_wave_mean_period, sea_water_to_direction",POINT (-70.32899999999999 41.84)
NERACOOS,42.8,-70.16,wave_buoy,Y,Yp,X,,,,,,,,,,,,X,X,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_water_to_direction, sea_water_temperature",POINT (-70.16 42.8)
NERACOOS,43.71,-69.35,moored_buoy,Y,Yf,X,X,,,,X,X,X,,,X,,X,X,,,,,,,,,,,,,"air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m), sea_water_to_direction (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m), sea_water_speed (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m), sea_water_salinity (1 m, 20 m, 50 m),  sea_water_density (1 m, 20 m, 50 m)",POINT (-69.34999999999999 43.71)
NERACOOS,44.05,-68.99,moored_buoy,Y,Yf,X,X,,,,X,X,X,,,X,,X,X,,,,,,,,,,,,,"air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m), sea_water_to_direction (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m, 94 m, 98 m), sea_water_speed (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m, 94 m, 98 m), sea_water_salinity (1 m, 20 m, 50 m),  sea_water_density (1 m, 20 m, 50 m)",POINT (-68.98999999999999 44.05)
NERACOOS,44.1,-68.1,moored_buoy,Y,Yf,X,X,,,,X,X,X,,,X,,X,X,,,,,,,,,,,,,"air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m), sea_water_to_direction (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m), sea_water_speed (2 m, 10 m, 14 m, 18 m, 22 m, 26 m, 30 m, 34 m, 38 m, 42 m, 46 m, 50 m, 54 m, 58 m, 62 m, 66 m, 70 m, 74 m, 78 m, 82 m, 86 m, 90 m), sea_water_salinity (1 m, 20 m, 50 m),  sea_water_density (1 m, 20 m, 50 m)",POINT (-68.09999999999999 44.1)
NERACOOS,43.49,-67.88,moored_buoy,Y,Yf,X,X,,,,X,X,X,,,X,,X,X,,,,,,,,,,,,,"air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m, 100 m, 150 m, 200 m, 250 m), sea_water_to_direction (2 m, 18 m, 26 m, 43 m, 42 m, 50 m, 58 m, 66 m, 74 m, 82 m, 90 m, 98 m, 106 m, 114 m, 122 m, 130 m, 138 m, 146 m, 154 m, 162 m, 170 m, 178 m, 186 m, 194 m, 202 m, 210 m, 218 m, 226 m, 234 m, 242 m, 250 m, 258 m), sea_water_speed (2 m, 18 m, 26 m, 43 m, 42 m, 50 m, 58 m, 66 m, 74 m, 82 m, 90 m, 98 m, 106 m, 114 m, 122 m, 130 m, 138 m, 146 m, 154 m, 162 m, 170 m, 178 m, 186 m, 194 m, 202 m, 210 m, 218 m, 226 m, 234 m, 242 m, 250 m, 258 m), sea_water_salinity (1 m, 20 m, 50 m, 100 m, 150 m, 200 m, 250 m),  sea_water_density (1 m, 20 m, 50 m, 100 m, 150 m, 200 m, 250 m)",POINT (-67.88 43.49)
NERACOOS,42.34,-65.91,moored_buoy,O,Yf,X,X,,,,X,X,X,,,X,,X,X,,,,,,,,,,,,,"air_temperature, wind_speed, wind_from_direction, wind_speed_of_gust, air_pressure, visibility_in_air, sea_surface_wave_significant_height,  sea_surface_wave_period_at_variance_spectral_density_maximum, sea_water_temperature (1 m, 2 m, 20 m, 50 m 100 m, 150 m, 180 m), sea_water_to_direction (2 m, 18 m, 26 m, 34 m, 42 m, 50 m, 58 m, 66 m, 74 m, 82 m, 90 m, 98 m, 106 m, 114 m, 122 m, 130 m, 138 m, 146 m, 154 m, 162 m, 170 m, 178 m, 186 m, 194 m, 202 m), sea_water_speed (2 m, 18 m, 26 m, 34 m, 42 m, 50 m, 58 m, 66 m, 74 m, 82 m, 90 m, 98 m, 106 m, 114 m, 122 m, 130 m, 138 m, 146 m, 154 m, 162 m, 170 m, 178 m, 186 m, 194 m, 202 m), sea_water_salinity (1 m, 20 m, 50 m, 100 m, 150 m, 180 m), sea_water_density (1 m, 20 m, 50 m, 100 m, 150 m, 180 m)",POINT (-65.91 42.34)
NERACOOS,42.906,-70.82,tide_station,Y,Yf,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature, river_level",POINT (-70.81999999999999 42.906)
NERACOOS,42.19,-70.71,tide_station,Y,Yf,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature, river_level",POINT (-70.70999999999999 42.19)
NERACOOS,42.6,-70.66,tide_station,Y,Yf,X,,,,,,,,,,,X,,,,,,,,,,,,,,,"sea_water_temperature, river_level",POINT (-70.66 42.6)
GLOS,43.1,-87.85,moored_buoy,Y,Yp,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, Relative Humidity, wind_from_direction, air_temperature, sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m), wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",POINT (-87.84999999999999 43.1)
GLOS,44.8,-87.76,moored_buoy,Y,Yp,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, Relative Humidity, wind_from_direction, air_temperature, sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m), wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction",POINT (-87.76000000000001 44.8)
GLOS,44.789,-85.604,moored_buoy,N,N,X,,,X,,X,X,X,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",POINT (-85.604 44.789)
GLOS,45.403,-85.088,moored_buoy,Y,Yp,X,,,X,,X,X,X,,X,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (3m, 7m, 11m, 15m, 19m, 23m, 27m, 31m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance, sea_surface_wave_from_direction, battery_voltage",POINT (-85.08799999999999 45.403)
GLOS,47.27,-88.607,moored_buoy,Y,Yp,X,,,X,,X,X,X,,X,,,X,X,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 5m, 7m, 9m, 11m, 12m, 14m, 16m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance, sea_surface_wave_from_direction, battery_voltage, Relative Humidity, eastward_current, northward_current",POINT (-88.607 47.27)
GLOS,43.977,-86.559,moored_buoy,Y,Yp,X,,,X,,X,X,X,,X,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (3m, 6m, 8.5m, 11m, 14m, 16m, 19m, 22m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance, sea_surface_wave_from_direction, battery_voltage",POINT (-86.559 43.977)
GLOS,46.969,-88.398,moored_buoy,Y,Yp,X,,,X,,X,X,X,,X,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (3m, 6m, 10m, 13m, 16m, 19m, 23m, 26m, 29.5m, 33m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance, sea_surface_wave_from_direction, battery_voltage",POINT (-88.398 46.969)
GLOS,41.983,-86.617,moored_buoy,Y,N,X,,,X,,X,X,X,,,,,X,X,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, battery_voltage, eastward_current, northward_current",POINT (-86.617 41.983)
GLOS,46.86,-91.93,moored_buoy,Y,Yp,X,,,X,,X,X,X,,X,,,,,,,,,,,,,,,,,"wind_speed_of_gust, wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 5m, 10m, 15m, 20m, 25m, 30m, 35m, 40m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance",POINT (-91.93000000000001 46.86)
GLOS,46.81,-91.84,moored_buoy,Y,Yp,X,,,X,,X,X,X,,X,,,X,,,,,,,,,,,,,,"wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 5m, 10m, 15m, 20m, 25m, 30m, 35m, 40m), dew_point_temperature, sea_surface_wave_significant_height, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance",POINT (-91.84 46.81)
GLOS,42.9,-86.272,moored_buoy,Y,N,X,,,X,,X,X,X,,,,,X,,,,,,,,,,,,,,"wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m, 18m, 19m, 20m, 21m), dew_point_temperature, sea_surface_wave_significant_height, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, battery_voltage",POINT (-86.27200000000001 42.9)
GLOS,43.179,-86.357,moored_buoy,Y,Yp,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (0m, 1m), sea_surface_wave_significant_height, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction",POINT (-86.357 43.179)
GLOS,44.987,-83.27,moored_buoy,Y,Yp,X,,,,,X,X,,,,,,X,,,,,,,,,,,,,,"wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, sea_surface_wave_significant_height, wind_speed, wind_speed, time, latitude, longitude, depth, sea_surface_wave_from_direction",POINT (-83.27 44.987)
GLOS,43.986,-83.595,moored_buoy,Y,Yp,X,,,,,X,X,,,,,,X,,,,,,,,,,,,,,"wind_speed_of_gust, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 13m), sea_surface_wave_significant_height, wind_speed, wind_speed, time, latitude, longitude, depth, sea_surface_wave_from_direction",POINT (-83.595 43.986)
GLOS,41.732,-81.694,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,,X,,,,,,,,,,,"wind_speed_of_gust, sea_surface_wind_wave_period, sea_water_conductivity, factional_saturation_of_oxygen_in_sea_water, wind_from_direction, air_temperature, sea_water_temperature, air_pressure_at_sea_level, sea_surface_wave_significant_height, wind_speed,  time, latitude, longitude, depth",POINT (-81.694 41.732)
GLOS,41.702,-83.261,moored_buoy,Y,N,X,,,X,,X,X,X,,,,,X,X,X,X,,,,,,X,,X,,,"sea_surface_wave_significant_height, mass_concentration_of_chlorophyll_in_sea_water, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, dew_point_temperature, sea_water_conductivity, wind_speed, sea_water_ph_reported_on_total_scale, sea_water_turbidity, fractional_saturation_of_oxygen_in_sea_water, air_pressure_at_sea_level, wind_speed_of_gust , time, latitude, longitude, depth, blue_green_algae, sea_surface_wave_maximum_height, sea_surface_wave_from_direction, battery_voltage, eastward_current, northward_current",POINT (-83.261 41.702)
GLOS,42.186,-80.137,moored_buoy,Y,N,X,,,,,X,X,X,,X,,,X,,X,X,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m), wind_speed, fractional_saturation_of_oxygen_in_sea_water, sea_water_turbidity, sea_water_ph_reported_on_total_scale, air_pressure_at_sea_level, solar_irradiance",POINT (-80.137 42.186)
GLOS,42.397,-86.331,moored_buoy,Y,N,X,,,X,,X,X,X,,X,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust , sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 5m, 7m, 9m, 11m, 13m, 15m, 17m), dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, solar_irradiance, battery_voltage, sea_surface_wave_maximum_height",POINT (-86.331 42.397)
GLOS,41.615,-81.821,moored_buoy,Y,N,X,,,X,,X,X,X,,X,,,X,,,X,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust , sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, dew_point_temperature, sea_water_conductivity, wind_speed, fractional_saturation_of_oxygen_in_sea_water, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction, solar_irradiance, battery_voltage, sea_surface_wave_maximum_height",POINT (-81.821 41.615)
GLOS,41.755,-86.968,moored_buoy,Y,N,X,,,X,,X,X,,,X,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust , sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature (1m, 2m, 3m, 4m, 5m, 6m, 7m, 8m, 9m, 10m, 11m, 12m, 13m, 14m, 15m, 16m, 17m), dew_point_temperature, wind_speed, time, latitude, longitude, depth, sea_surface_wave_from_direction, solar_irradiance, battery_voltage",POINT (-86.968 41.755)
GLOS,46.724,-87.411,moored_buoy,N,N,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",POINT (-87.411 46.724)
GLOS,46.742,-85.958,moored_buoy,N,N,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth",POINT (-85.958 46.742)
GLOS,46.573,-86.571,moored_buoy,Y,N,X,,,,,X,X,X,,,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction",POINT (-86.571 46.573)
GLOS,42.135,-87.655,moored_buoy,Y,N,X,,,X,,X,X,X,,X,,,X,,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust , sea_surface_wind_wave_period, wind_from_direction, air_temperature, sea_water_temperature, dew_point_temperature, wind_speed, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction, solar_irradiance, battery_voltage",POINT (-87.655 42.135)
GLOS,45.825,-84.772,moored_buoy,Y,N,X,,,X,,X,X,X,,X,,,X,X,,,,,,,,,,,,,"sea_surface_wave_significant_height, wind_speed_of_gust , wind_from_direction, air_temperature, sea_water_temperature (1m, 3m, 4m, 7m, 9m, 11m, 12m, 14m, 16m), sea_surface_wind_wave_period, wind_speed, dew_point_temperature, air_pressure_at_sea_level, time, latitude, longitude, depth, sea_surface_wave_from_direction, solar_irradiance, battery_voltage,  eastward_current, northward_current",POINT (-84.77200000000001 45.825)
